CustomerID,Gender,Age,City,Signup Date,Purchase Date,Product,Quantity,Sales,Payment Mode,Frequency,Recency,Monetary,Customer Lifetime Value,Churn
CUST_00114,Female,34.0,Dallas,2022-06-09,2023-07-11,Smartphone,4,3200,UPI,2,174,3600,5420.35,0
CUST_04310,Female,42.0,San Jose,2022-11-27,2023-04-23,Laptop,3,3600,Debit Card,7,45,11600,17565.94,0
CUST_04693,Male,63.0,San Antonio,2022-03-07,2022-09-21,Monitor,4,1200,Bank Transfer,3,6,4550,10782.86,0
CUST_00136,Male,27.0,San Antonio,2021-09-21,2023-09-15,Laptop,3,3600,Debit Card,3,108,4800,6085.5,0
CUST_00976,Male,33.0,Dallas,2022-04-30,2022-05-28,Mouse,3,150,Credit Card,7,46,3900,5050.88,0
CUST_03559,Male,63.0,Los Angeles,2020-12-03,2022-02-18,Keyboard,2,200,Credit Card,7,73,3000,7483.86,0
CUST_01505,Male,18.0,Phoenix,2020-02-11,2022-06-10,Smartwatch,4,1000,Bank Transfer,4,570,4400,4870.43,1
CUST_04866,Female,30.0,Dallas,2022-11-26,2023-10-22,Headphones,1,150,Credit Card,5,71,7750,16682.3,0
CUST_02537,Female,31.0,Los Angeles,2022-12-16,2023-08-04,Headphones,4,600,Bank Transfer,5,38,5550,6345.53,0
CUST_01877,Female,28.0,San Diego,2021-09-03,2023-08-02,Tablet,2,800,Debit Card,4,28,1900,3843.88,0
CUST_02979,Female,47.0,Phoenix,2020-03-23,2021-03-20,Laptop,1,1200,PayPal,5,303,6200,13425.55,1
CUST_01834,Female,32.0,San Jose,2020-02-24,2023-10-17,Keyboard,2,200,UPI,6,76,3300,7184.19,0
CUST_00333,Male,29.0,San Diego,2021-05-26,2023-02-27,Monitor,3,900,Debit Card,4,103,3650,5293.74,0
CUST_03689,Male,34.0,Phoenix,2022-12-10,2023-04-16,Smartphone,3,2400,PayPal,3,260,5700,6836.86,1
CUST_00248,Other,49.0,San Jose,2020-06-13,2022-04-22,Smartwatch,1,250,UPI,3,387,1150,2304.21,1
CUST_03120,Male,53.0,Philadelphia,2022-03-21,2023-10-09,Monitor,1,300,Bank Transfer,3,84,2800,3719.1,0
CUST_00093,Female,38.0,Los Angeles,2020-10-10,2022-12-20,Laptop,4,4800,PayPal,2,363,5400,6844.13,1
CUST_04103,Female,43.0,Phoenix,2020-10-26,2021-04-03,Smartwatch,2,500,Bank Transfer,4,566,5500,13486.25,1
CUST_03146,Male,65.0,Phoenix,2022-10-13,2022-12-14,Mouse,1,50,Debit Card,3,9,700,1073.59,0
CUST_03600,Female,43.0,Dallas,2021-08-01,2023-07-29,Laptop,2,2400,Bank Transfer,2,156,2500,4112.31,0
CUST_00270,Male,57.0,Dallas,2021-10-09,2023-05-21,Keyboard,1,100,Debit Card,5,82,1100,2157.11,0
CUST_01077,Male,39.0,Philadelphia,2021-05-02,2022-04-21,Keyboard,2,200,UPI,5,145,5350,9436.86,0
CUST_03631,Female,24.0,Houston,2022-07-24,2022-11-09,Monitor,1,300,PayPal,5,28,6750,9119.91,0
CUST_00824,Male,33.0,San Jose,2022-08-03,2023-11-10,Monitor,1,300,Credit Card,2,52,500,960.36,0
CUST_02256,Female,60.0,San Jose,2020-07-16,2021-12-04,Mouse,1,50,Debit Card,1,758,50,112.98,1
CUST_02621,Female,60.0,San Jose,2022-05-26,2023-09-05,Headphones,3,450,Credit Card,7,50,3050,5095.38,0
CUST_03803,Female,,Dallas,2021-08-25,2022-02-19,Monitor,4,1200,Credit Card,4,328,3250,3577.97,1
CUST_04518,Female,60.0,Dallas,2022-04-08,2023-06-05,Keyboard,1,100,UPI,4,210,3250,3939.85,1
CUST_02741,Male,,Phoenix,2020-12-02,2021-05-11,Keyboard,2,200,Credit Card,3,191,1050,1517.83,1
CUST_02948,Female,64.0,Philadelphia,2021-08-20,2022-07-31,Keyboard,1,100,UPI,3,54,2200,3888.85,0
CUST_04052,Female,20.0,Dallas,2021-05-19,2021-12-04,Smartwatch,4,1000,Debit Card,2,758,1100,1846.29,1
CUST_02375,Female,37.0,Chicago,2022-02-18,2022-08-29,Headphones,4,600,Bank Transfer,4,274,4350,8482.18,1
CUST_01375,Male,68.0,New York,2022-01-11,2022-09-24,Tablet,3,1200,Debit Card,1,464,1200,2783.23,1
CUST_02887,Female,38.0,San Antonio,2020-04-17,2023-04-25,Mouse,1,50,Debit Card,4,62,550,1229.57,0
CUST_02413,Female,64.0,Phoenix,2021-10-05,2022-01-16,Laptop,2,2400,Debit Card,4,616,3650,8116.21,1
CUST_01750,Male,33.0,Philadelphia,2021-11-01,2023-05-02,Tablet,3,1200,Bank Transfer,4,7,5800,10567.32,0
CUST_04329,Male,25.0,San Jose,2021-02-14,2022-06-13,Smartphone,1,800,Bank Transfer,3,356,2150,5074.79,1
CUST_02049,Female,32.0,San Diego,2020-04-02,2021-05-23,Smartwatch,1,250,Bank Transfer,3,844,4450,5446.98,1
CUST_03591,Female,58.0,Los Angeles,2022-05-11,2023-09-08,Smartwatch,4,1000,Credit Card,6,75,6100,11521.4,0
CUST_04153,Female,63.0,Phoenix,2020-11-03,2021-07-15,Headphones,4,600,Credit Card,2,872,850,969.1,1
CUST_01625,Male,20.0,San Diego,2021-08-07,2022-07-20,Monitor,2,600,Credit Card,4,166,3650,4561.14,0
CUST_00657,Male,45.0,Dallas,2021-01-14,2022-03-21,Smartwatch,2,500,Bank Transfer,2,219,800,1882.63,1
CUST_00486,Female,67.0,Chicago,2020-11-04,2022-09-11,Keyboard,1,100,Debit Card,2,477,2500,5790.1,1
CUST_03341,Female,26.0,San Antonio,2021-10-19,2023-10-10,Monitor,4,1200,Credit Card,6,83,11650,16891.8,0
CUST_03056,Other,19.0,Dallas,2022-09-19,2023-11-07,Smartwatch,2,500,Credit Card,4,55,4250,6045.98,0
CUST_01321,Male,58.0,Los Angeles,2022-02-26,2022-08-06,Mouse,3,150,Credit Card,4,92,3050,5192.41,0
CUST_01002,Female,25.0,New York,2022-01-24,2022-11-11,Mouse,4,200,UPI,2,28,800,1349.02,0
CUST_01516,Male,33.0,Phoenix,2021-05-08,2023-05-21,Smartphone,4,3200,UPI,5,98,6150,9416.28,0
CUST_03039,Male,57.0,Dallas,2021-08-27,2023-07-08,Laptop,1,1200,UPI,5,177,2650,6164.53,0
CUST_02714,Male,19.0,New York,2020-09-28,2021-07-08,Mouse,4,200,PayPal,4,40,3750,4501.82,0
CUST_00151,Female,48.0,New York,2022-05-16,2022-06-30,Headphones,3,450,Debit Card,2,89,600,1082.25,0
CUST_04916,Female,48.0,San Jose,2021-10-15,2022-07-06,Keyboard,2,200,Debit Card,3,113,950,1567.85,0
CUST_04680,Female,21.0,Phoenix,2020-01-26,2023-08-19,Laptop,3,3600,PayPal,3,135,5250,9807.12,0
CUST_02268,Female,49.0,Houston,2022-04-11,2023-08-30,Laptop,1,1200,Credit Card,6,69,2350,4627.85,0
CUST_02169,Female,27.0,Houston,2021-09-12,2023-12-09,Keyboard,1,100,Debit Card,1,23,100,138.19,0
CUST_01824,Female,28.0,Phoenix,2022-12-26,2023-11-23,Tablet,3,1200,Debit Card,5,29,2300,4227.07,0
CUST_03453,Female,54.0,Los Angeles,2021-01-23,2023-02-27,Monitor,1,300,PayPal,4,259,7900,9430.73,1
CUST_00452,Female,22.0,Philadelphia,2020-12-26,2022-12-27,Monitor,3,900,UPI,2,370,1150,1400.41,1
CUST_00066,Female,19.0,San Jose,2022-08-04,2023-10-18,Smartphone,1,800,Bank Transfer,7,29,5350,9949.79,0
CUST_00773,Male,69.0,Los Angeles,2021-01-06,2022-06-23,Laptop,2,2400,PayPal,4,200,3250,6976.62,1
CUST_03535,Male,51.0,Chicago,2021-05-24,2022-11-20,Keyboard,4,400,Bank Transfer,11,18,13600,26294.57,0
CUST_03416,Female,39.0,Los Angeles,2021-05-31,2023-05-26,Smartphone,1,800,PayPal,4,50,2200,2859.95,0
CUST_02393,Male,27.0,San Antonio,2021-05-20,2021-09-17,Monitor,3,900,Debit Card,8,34,10700,17190.56,0
CUST_00891,Female,59.0,Phoenix,2022-12-28,2023-05-28,Smartphone,2,1600,PayPal,1,218,1600,2219.51,1
CUST_00773,Male,69.0,Los Angeles,2021-01-06,2023-06-15,Mouse,3,150,Credit Card,4,200,3250,6976.62,1
CUST_01791,Male,48.0,San Antonio,2022-07-11,2023-04-02,Tablet,3,1200,UPI,3,274,5600,13732.05,1
CUST_03238,Female,37.0,Philadelphia,2020-07-05,2022-08-01,Tablet,3,1200,Credit Card,4,209,8500,17693.56,1
CUST_01081,Female,41.0,New York,2021-06-27,2022-08-25,Mouse,2,100,Debit Card,5,271,3800,8589.83,1
CUST_03490,Male,56.0,New York,2022-12-21,2023-04-01,Monitor,4,1200,UPI,5,95,4150,9230.44,0
CUST_03502,Female,20.0,Los Angeles,2021-01-04,2021-07-16,Tablet,2,800,Bank Transfer,7,63,4450,8615.28,0
CUST_01075,Other,19.0,San Antonio,2020-01-31,2023-04-16,Mouse,3,150,Bank Transfer,4,260,2450,6025.73,1
CUST_03949,Male,61.0,Chicago,2022-05-18,2022-12-18,Mouse,4,200,Debit Card,8,47,3850,7447.88,0
CUST_00008,Female,37.0,San Antonio,2020-06-27,2022-07-12,Smartphone,2,1600,Bank Transfer,7,500,5250,12141.39,1
CUST_00199,Female,35.0,San Jose,2020-08-11,2021-11-03,Smartphone,2,1600,UPI,4,462,6800,16021.49,1
CUST_01358,Male,43.0,San Antonio,2020-11-03,2021-01-21,Smartwatch,3,750,UPI,4,262,5700,6534.96,1
CUST_02882,Female,32.0,Phoenix,2021-07-09,2021-09-09,Smartwatch,2,500,Debit Card,2,438,750,972.84,1
CUST_03469,Female,62.0,San Antonio,2021-11-18,2023-03-27,Headphones,3,450,Bank Transfer,4,280,9000,14316.56,1
CUST_01513,Female,19.0,Phoenix,2022-01-01,2023-06-21,Headphones,4,600,Credit Card,4,194,2500,5084.02,1
CUST_04013,Female,18.0,San Antonio,2022-04-25,2023-05-13,Smartwatch,4,1000,Debit Card,4,83,7500,13312.39,0
CUST_04271,Female,,New York,2021-06-03,2022-09-08,Mouse,4,200,Credit Card,3,301,2200,5028.41,1
CUST_00826,Female,29.0,San Jose,2020-11-11,2022-08-02,Smartphone,4,3200,UPI,4,215,4850,9486.77,1
CUST_01972,Female,45.0,Philadelphia,2022-03-31,2023-09-01,Mouse,4,200,Credit Card,5,122,3050,6484.06,0
CUST_02735,Female,30.0,San Jose,2022-02-22,2022-10-28,Laptop,3,3600,UPI,2,367,3700,4312.69,1
CUST_02057,Male,45.0,Philadelphia,2021-08-10,2022-05-02,Mouse,4,2000,Credit Card,5,67,1650,3284.57,0
CUST_02809,Male,24.0,New York,2020-06-10,2022-05-12,Monitor,2,600,Credit Card,6,54,4350,7024.82,0
CUST_03887,Female,,San Jose,2020-03-22,2022-06-06,Headphones,1,150,Bank Transfer,7,275,5950,8856.28,1
CUST_03089,Female,62.0,New York,2021-12-21,2023-11-26,Smartphone,4,3200,Debit Card,6,1,3950,7671.59,0
CUST_03580,Female,43.0,San Diego,2020-08-25,2023-05-31,Keyboard,4,400,UPI,4,52,2800,5299.43,0
CUST_03418,Female,27.0,Phoenix,2022-08-13,2022-11-10,Smartphone,4,3200,Debit Card,4,174,7700,10693.4,0
CUST_00027,Male,,San Antonio,2020-11-14,2022-07-27,Smartwatch,1,250,PayPal,5,92,5950,8208.28,0
CUST_02946,Male,48.0,Dallas,2020-09-24,2023-03-22,Keyboard,4,400,PayPal,5,285,1400,3024.33,1
CUST_02013,Female,45.0,Houston,2020-06-16,2020-08-10,Tablet,1,400,Debit Card,3,83,1800,3799.62,0
CUST_04866,Female,30.0,Dallas,2022-11-26,2023-01-29,Tablet,1,400,Credit Card,5,71,7750,16682.3,0
CUST_03752,Female,18.0,San Jose,2021-03-30,2023-12-28,Laptop,4,4800,Credit Card,3,4,5400,9663.82,0
CUST_04208,Female,44.0,San Diego,2022-12-06,2023-03-13,Keyboard,3,300,Debit Card,4,193,1650,2261.84,1
CUST_01021,Female,62.0,Phoenix,2022-10-05,2023-07-17,Smartphone,3,2400,UPI,5,168,5500,7705.04,0
CUST_01702,Male,32.0,Phoenix,2020-02-28,2023-06-10,Laptop,2,2400,Bank Transfer,6,103,5450,13580.28,0
CUST_04137,Female,39.0,San Antonio,2022-11-23,2023-10-17,Tablet,1,400,UPI,2,76,700,1418.48,0
CUST_01477,Female,32.0,San Antonio,2021-05-01,2022-10-23,Smartphone,1,800,PayPal,6,11,4100,5472.13,0
CUST_02353,Female,37.0,Los Angeles,2020-09-28,2023-11-26,Headphones,4,600,Debit Card,3,36,2600,4981.42,0
CUST_01393,Male,59.0,Chicago,2021-11-20,2022-12-11,Monitor,1,300,Credit Card,1,386,300,422.07,1
CUST_04791,Male,53.0,Los Angeles,2021-02-17,2023-04-14,Smartphone,3,2400,PayPal,2,262,2500,2922.27,1
CUST_04838,Male,24.0,San Jose,2020-08-01,2023-11-07,Mouse,1,50,Debit Card,4,41,750,1181.2,0
CUST_04833,Female,48.0,Los Angeles,2022-04-30,2022-12-09,Smartwatch,4,1000,UPI,3,14,2250,5300.54,0
CUST_01984,Female,53.0,Houston,2021-06-30,2021-12-31,Tablet,4,1600,Bank Transfer,2,386,2050,2281.78,1
CUST_02537,Female,31.0,Los Angeles,2022-12-16,2023-11-24,Smartwatch,2,500,UPI,5,38,5550,6345.53,0
CUST_02356,Male,56.0,San Antonio,2022-06-01,2023-04-21,Laptop,4,4800,PayPal,4,55,13200,24156.32,0
CUST_00649,Female,22.0,Chicago,2021-07-08,2022-05-15,Tablet,2,800,Bank Transfer,2,254,2400,4717.34,1
CUST_04577,Male,41.0,Dallas,2020-12-28,2023-09-20,Smartphone,3,24000,Credit Card,5,103,4500,9761.26,0
CUST_00278,Female,48.0,Los Angeles,2021-06-27,2023-07-19,Laptop,3,3600,Credit Card,4,62,4500,7214.79,0
CUST_04407,Female,43.0,Los Angeles,2020-03-27,2023-11-14,Smartwatch,3,750,Credit Card,4,48,1900,2846.88,0
CUST_01071,Male,23.0,Chicago,2020-12-23,2021-03-02,Smartphone,4,3200,Debit Card,7,83,11050,12680.14,0
CUST_00416,Male,29.0,Chicago,2022-05-30,2022-12-11,Keyboard,4,400,Credit Card,4,54,2650,3297.59,0
CUST_04234,Female,33.0,San Antonio,2020-07-19,2023-01-29,Monitor,4,1200,PayPal,1,337,1200,2427.83,1
CUST_04510,Female,23.0,San Antonio,2020-06-09,2021-05-06,Smartwatch,4,1000,Credit Card,3,89,2750,3608.07,0
CUST_03843,Male,63.0,Chicago,2021-02-21,2022-03-17,Mouse,4,200,PayPal,2,655,1100,1263.76,1
CUST_00913,Female,50.0,Los Angeles,2022-02-06,2023-05-29,Monitor,3,900,PayPal,3,194,5300,6018.37,1
CUST_04172,Other,25.0,Chicago,2020-11-25,2021-01-22,Monitor,4,1200,Debit Card,4,40,2300,4300.58,0
CUST_03344,Male,52.0,Dallas,2020-07-01,2023-05-10,Tablet,1,400,UPI,6,2,3700,5918.67,0
CUST_00392,Male,68.0,Houston,2022-01-15,2023-10-02,Keyboard,2,200,UPI,8,9,4900,11185.84,0
CUST_00550,Female,36.0,Los Angeles,2020-03-23,2023-12-20,Smartphone,2,1600,Debit Card,3,12,1900,2239.96,0
CUST_03579,Female,23.0,San Diego,2020-04-08,2021-07-20,Keyboard,3,300,UPI,1,895,300,659.17,1
CUST_03573,Female,48.0,Chicago,2021-06-07,2023-02-18,Tablet,3,1200,Debit Card,3,77,1700,2444.76,0
CUST_03958,Male,68.0,Philadelphia,2020-03-18,2021-06-23,Mouse,2,100,UPI,5,425,1300,2628.76,1
CUST_01106,Male,41.0,Philadelphia,2022-10-01,2023-06-04,Laptop,3,3600,Credit Card,6,33,5350,6044.31,0
CUST_00554,Female,37.0,San Antonio,2020-02-11,2021-01-31,Smartphone,1,800,UPI,4,356,2300,5739.17,1
CUST_02453,Female,45.0,Houston,2020-08-11,2022-04-06,Keyboard,2,200,PayPal,4,28,3000,3808.31,0
CUST_02621,Female,60.0,San Jose,2022-05-26,2023-11-12,Headphones,2,300,Debit Card,7,50,3050,5095.38,0
CUST_00400,Female,30.0,Chicago,2021-09-25,2021-12-02,Keyboard,3,300,Credit Card,3,241,2300,4896.93,1
CUST_04767,Female,40.0,San Antonio,2022-02-15,2023-06-03,Tablet,1,400,Debit Card,4,147,1250,1749.49,0
CUST_02075,Female,23.0,Houston,2021-04-01,2022-10-02,Smartwatch,2,500,UPI,5,24,3300,7975.94,0
CUST_04455,Female,19.0,San Diego,2022-01-17,2022-02-16,Smartwatch,3,750,PayPal,3,191,1150,1996.24,1
CUST_04711,Male,30.0,Philadelphia,2020-01-31,2022-05-05,Keyboard,1,100,Debit Card,5,110,2450,3912.07,0
CUST_03561,Male,61.0,San Antonio,2020-02-09,2020-08-01,Smartphone,3,2400,Credit Card,4,542,8250,18833.26,1
CUST_04036,Other,23.0,Phoenix,2020-07-23,2022-07-26,Monitor,1,300,Bank Transfer,5,21,3700,6233.52,0
CUST_00099,Male,56.0,Phoenix,2020-11-09,2023-12-07,Monitor,2,600,PayPal,4,4,4400,7881.78,0
CUST_01796,Male,49.0,Chicago,2022-03-17,2023-02-04,Mouse,4,200,PayPal,3,237,800,998.34,1
CUST_00326,Female,48.0,San Antonio,2020-09-18,2020-10-31,Smartwatch,1,250,Bank Transfer,2,908,1450,3549.18,1
CUST_04340,Male,22.0,New York,2022-07-20,2023-11-24,Monitor,1,300,PayPal,4,38,2200,4247.86,0
CUST_03013,Male,51.0,San Diego,2021-02-08,2022-09-11,Monitor,1,300,Bank Transfer,9,48,5050,11876.25,0
CUST_00392,Male,68.0,Houston,2022-01-15,2022-02-09,Monitor,3,900,Bank Transfer,8,9,4900,11185.84,0
CUST_03749,Male,42.0,Houston,2022-07-15,2022-10-04,Tablet,1,400,Credit Card,6,48,5200,7140.81,0
CUST_04973,Female,32.0,San Diego,2020-04-01,2021-03-06,Headphones,2,300,UPI,5,310,7850,12754.33,1
CUST_00741,Male,38.0,San Jose,2021-06-28,2023-05-09,Smartphone,4,3200,Debit Card,2,237,3800,6370.99,1
CUST_03304,Male,53.0,Houston,2020-10-30,2021-07-26,Headphones,1,150,Bank Transfer,2,68,200,470.7,0
CUST_01851,Male,67.0,San Jose,2022-05-07,2023-06-13,Keyboard,4,400,Debit Card,3,104,1200,2240.57,0
CUST_01715,Male,36.0,New York,2021-09-01,2023-08-28,Monitor,4,1200,Debit Card,6,62,7300,9018.03,0
CUST_00949,Female,51.0,Los Angeles,2022-02-20,2023-03-16,Mouse,2,100,Debit Card,7,291,7150,12083.46,1
CUST_00394,Female,51.0,Los Angeles,2020-05-23,2022-06-21,Headphones,3,450,Debit Card,8,93,7450,16689.91,0
CUST_03685,Female,63.0,Houston,2020-05-09,2023-06-07,Headphones,3,450,Credit Card,4,208,2250,5160.52,1
CUST_00341,Female,52.0,Houston,2022-04-24,2023-04-13,Laptop,4,4800,Bank Transfer,4,247,9400,17635.3,1
CUST_03854,Female,62.0,New York,2022-02-20,2023-04-09,Keyboard,3,300,Credit Card,1,267,300,585.49,1
CUST_01558,Male,38.0,San Diego,2022-10-15,2023-10-21,Monitor,4,1200,Credit Card,4,72,7600,16955.48,0
CUST_01364,Female,63.0,Chicago,2022-03-13,2023-07-02,Smartwatch,1,250,PayPal,5,6,4450,9882.66,0
CUST_02479,Male,46.0,Philadelphia,2021-08-28,2022-11-11,Keyboard,2,200,Debit Card,3,216,900,1602.36,1
CUST_02140,Female,57.0,Chicago,2021-09-07,2021-10-22,Monitor,2,600,Credit Card,2,167,5400,7083.43,0
CUST_04481,Male,65.0,Houston,2021-05-28,2023-06-13,Smartwatch,4,1000,Credit Card,3,106,2450,5486.07,0
CUST_03773,Male,60.0,New York,2021-01-25,2021-12-28,Mouse,4,200,Credit Card,4,99,5100,10334.3,0
CUST_03588,Female,56.0,Phoenix,2021-02-24,2023-03-14,Laptop,4,4800,Bank Transfer,3,40,6000,6927.08,0
CUST_02898,Male,54.0,Dallas,2020-06-25,2022-03-14,Laptop,4,4800,Debit Card,1,658,4800,10035.89,1
CUST_04399,Male,53.0,Los Angeles,2021-05-26,2023-08-21,Headphones,1,150,Debit Card,5,94,5050,11726.12,0
CUST_03141,Male,57.0,Chicago,2020-03-07,2022-11-08,Laptop,1,1200,Bank Transfer,5,384,7400,13866.05,1
CUST_04246,Female,35.0,Philadelphia,2020-01-15,2020-07-07,Keyboard,2,200,Bank Transfer,4,758,4300,8126.68,1
CUST_04824,Male,24.0,San Antonio,2020-07-26,2021-12-04,Smartwatch,2,500,PayPal,7,51,6100,13074.13,0
CUST_03463,Female,64.0,San Jose,2021-08-24,2023-12-26,Laptop,4,4800,UPI,5,6,8200,18247.79,0
CUST_01848,Male,69.0,New York,2020-02-08,2022-04-01,Keyboard,3,300,Credit Card,3,22,1050,2565.58,0
CUST_00813,Male,28.0,New York,2022-09-19,2023-07-10,Tablet,3,1200,Bank Transfer,1,175,1200,2485.83,0
CUST_00535,Female,61.0,New York,2021-03-09,2023-10-08,Headphones,4,600,UPI,1,85,600,1387.49,0
CUST_00789,Male,56.0,Dallas,2020-03-16,2021-12-20,Tablet,1,400,Credit Card,5,478,3550,8347.65,1
CUST_04436,Male,65.0,Los Angeles,2021-03-07,2021-05-12,Tablet,4,1600,PayPal,4,54,3750,7958.66,0
CUST_02625,Male,29.0,San Diego,2021-02-27,2021-11-20,Mouse,2,100,Debit Card,1,772,100,243.85,1
CUST_02946,Male,48.0,Dallas,2020-09-24,2022-02-07,Mouse,4,200,Credit Card,5,285,1400,3024.33,1
CUST_03467,Male,45.0,Philadelphia,2021-06-13,2023-05-05,Mouse,2,100,Debit Card,1,241,100,154.96,1
CUST_04709,Female,52.0,Houston,2022-06-08,2023-04-10,Smartphone,3,2400,PayPal,5,138,6800,14546.42,0
CUST_01745,Male,43.0,San Diego,2021-08-17,2023-12-19,Monitor,1,300,Bank Transfer,5,13,4900,9189.08,0
CUST_02767,Female,47.0,Philadelphia,2022-11-09,2023-06-25,Tablet,1,400,PayPal,3,102,3300,8093.14,0
CUST_02938,Female,51.0,Philadelphia,2020-06-22,2022-01-08,Mouse,4,200,Bank Transfer,2,723,3800,9399.87,1
